main_term,path,full_term,level,type,value,code
Anterior interosseous nerve,Anterior interosseous nerve,Anterior interosseous nerve,0,use,Median Nerve,
Anterior lateral malleolar artery,Anterior lateral malleolar artery,Anterior lateral malleolar artery,1,use,"Anterior Tibial Artery, Right",
Anterior lateral malleolar artery,Anterior lateral malleolar artery,Anterior lateral malleolar artery,1,use,"Anterior Tibial Artery, Left",
Anterior lingual gland,Anterior lingual gland,Anterior lingual gland,0,use,Minor Salivary Gland,
Anterior medial malleolar artery,Anterior medial malleolar artery,Anterior medial malleolar artery,1,use,"Anterior Tibial Artery, Right",
Anterior medial malleolar artery,Anterior medial malleolar artery,Anterior medial malleolar artery,1,use,"Anterior Tibial Artery, Left",
Anterior spinal artery,Anterior spinal artery,Anterior spinal artery,1,use,"Vertebral Artery, Right",
Anterior spinal artery,Anterior spinal artery,Anterior spinal artery,1,use,"Vertebral Artery, Left",
Anterior tibial recurrent artery,Anterior tibial recurrent artery,Anterior tibial recurrent artery,1,use,"Anterior Tibial Artery, Right",
Anterior tibial recurrent artery,Anterior tibial recurrent artery,Anterior tibial recurrent artery,1,use,"Anterior Tibial Artery, Left",
Anterior ulnar recurrent artery,Anterior ulnar recurrent artery,Anterior ulnar recurrent artery,1,use,"Ulnar Artery, Right",
Anterior ulnar recurrent artery,Anterior ulnar recurrent artery,Anterior ulnar recurrent artery,1,use,"Ulnar Artery, Left",
Anterior vagal trunk,Anterior vagal trunk,Anterior vagal trunk,0,use,Vagus Nerve,
Anterior vertebral muscle,Anterior vertebral muscle,Anterior vertebral muscle,1,use,"Neck Muscle, Right",
Anterior vertebral muscle,Anterior vertebral muscle,Anterior vertebral muscle,1,use,"Neck Muscle, Left",
Anti-SARS-CoV-2 hyperimmune globulin,Anti-SARS-CoV-2 hyperimmune globulin,Anti-SARS-CoV-2 hyperimmune globulin,0,use,Hyperimmune Globulin,
Antibacterial Envelope (TYRX) (AIGISRx),Antibacterial Envelope (TYRX) (AIGISRx),Antibacterial Envelope (TYRX) (AIGISRx),0,use,Anti-Infective Envelope,
Antibiotic-eluting Bone Void Filler,Antibiotic-eluting Bone Void Filler,Antibiotic-eluting Bone Void Filler,0,code,,XW0V0P7
Antigen-free air conditioning,Antigen-free air conditioning,Antigen-free air conditioning,0,see,"Atmospheric Control, Physiological Systems 6A0",
Antihelix,Antihelix,Antihelix,1,use,"External Ear, Right",
Antihelix,Antihelix,Antihelix,1,use,"External Ear, Left",
Antihelix,Antihelix,Antihelix,1,use,"External Ear, Bilateral",
Antimicrobial envelope,Antimicrobial envelope,Antimicrobial envelope,0,use,Anti-Infective Envelope,
Antitragus,Antitragus,Antitragus,1,use,"External Ear, Right",
Antitragus,Antitragus,Antitragus,1,use,"External Ear, Left",
Antitragus,Antitragus,Antitragus,1,use,"External Ear, Bilateral",
Antrostomy,Antrostomy,Antrostomy,0,see,"Drainage, Ear, Nose, Sinus 099",
Antrotomy,Antrotomy,Antrotomy,0,see,"Drainage, Ear, Nose, Sinus 099",
Antrum of Highmore,Antrum of Highmore,Antrum of Highmore,1,use,"Maxillary Sinus, Right",
Antrum of Highmore,Antrum of Highmore,Antrum of Highmore,1,use,"Maxillary Sinus, Left",
Aortic annulus,Aortic annulus,Aortic annulus,0,use,Aortic Valve,
Aortic arch,Aortic arch,Aortic arch,0,use,"Thoracic Aorta, Ascending/Arch",
Aortic intercostal artery,Aortic intercostal artery,Aortic intercostal artery,0,use,Upper Artery,
Aortic isthmus,Aortic isthmus,Aortic isthmus,0,use,"Thoracic Aorta, Ascending/Arch",
Aortic root,Aortic root,Aortic root,0,use,"Thoracic Aorta, Ascending/Arch",
Aortix(tm) System,Aortix(tm) System,Aortix(tm) System,0,use,Short-term External Heart Assist System in Heart and Great Vessels,
Aortography,Aortography,Aortography,1,see,"Plain Radiography, Upper Arteries B30",
Aortography,Aortography,Aortography,1,see,"Fluoroscopy, Upper Arteries B31",
Aortography,Aortography,Aortography,1,see,"Plain Radiography, Lower Arteries B40",
Aortography,Aortography,Aortography,1,see,"Fluoroscopy, Lower Arteries B41",
Aortoplasty,Aortoplasty,Aortoplasty,1,see,"Repair, Aorta, Thoracic, Descending 02QW",02QW
Aortoplasty,Aortoplasty,Aortoplasty,1,see,"Repair, Aorta, Thoracic, Ascending/Arch 02QX",02QX
Aortoplasty,Aortoplasty,Aortoplasty,1,see,"Replacement, Aorta, Thoracic, Descending 02RW",02RW
Aortoplasty,Aortoplasty,Aortoplasty,1,see,"Replacement, Aorta, Thoracic, Ascending/Arch 02RX",02RX
Aortoplasty,Aortoplasty,Aortoplasty,1,see,"Supplement, Aorta, Thoracic, Descending 02UW",02UW
Aortoplasty,Aortoplasty,Aortoplasty,1,see,"Supplement, Aorta, Thoracic, Ascending/Arch 02UX",02UX
Aortoplasty,Aortoplasty,Aortoplasty,1,see,"Repair, Aorta, Abdominal 04Q0",04Q0
Aortoplasty,Aortoplasty,Aortoplasty,1,see,"Replacement, Aorta, Abdominal 04R0",04R0
Aortoplasty,Aortoplasty,Aortoplasty,1,see,"Supplement, Aorta, Abdominal 04U0",04U0
Apalutamide Antineoplastic,Apalutamide Antineoplastic,Apalutamide Antineoplastic,0,use,Other Antineoplastic,
Apical (subclavicular) lymph node,Apical (subclavicular) lymph node,Apical (subclavicular) lymph node,1,use,"Lymphatic, Right Axillary",
Apical (subclavicular) lymph node,Apical (subclavicular) lymph node,Apical (subclavicular) lymph node,1,use,"Lymphatic, Left Axillary",
ApiFix(R) Minimally Invasive Deformity Correction (MID-C) System,ApiFix(R) Minimally Invasive Deformity Correction (MID-C) System,ApiFix(R) Minimally Invasive Deformity Correction (MID-C) System,0,use,Posterior (Dynamic) Distraction Device in New Technology,
Apneustic center,Apneustic center,Apneustic center,0,use,Pons,
Appendectomy,Appendectomy,Appendectomy,1,see,"Excision, Appendix 0DBJ",0DBJ
Appendectomy,Appendectomy,Appendectomy,1,see,"Resection, Appendix 0DTJ",0DTJ
Appendiceal orifice,Appendiceal orifice,Appendiceal orifice,0,use,Appendix,
Appendicolysis,Appendicolysis,Appendicolysis,0,see,"Release, Appendix 0DNJ",0DNJ
Appendicotomy,Appendicotomy,Appendicotomy,0,see,"Drainage, Appendix 0D9J",0D9J
Application,Application,Application,0,see,Introduction of substance in or on,
aprevo(tm),aprevo(tm),aprevo(tm),0,use,"Interbody Fusion Device, Custom-Made Anatomically Designed in New Technology",
APTURE Transcatheter Shunt System,APTURE Transcatheter Shunt System,APTURE Transcatheter Shunt System,0,use,Conduit through Coronary Sinus to Right Atrium in New Technology,
Aptus Heli-FX(tm) EndoAnchor(tm) System,Aptus Heli-FX(tm) EndoAnchor(tm) System,Aptus Heli-FX(tm) EndoAnchor(tm) System,1,use,"Intraluminal Device, Endovascular Anchors in 02U",
Aptus Heli-FX(tm) EndoAnchor(tm) System,Aptus Heli-FX(tm) EndoAnchor(tm) System,Aptus Heli-FX(tm) EndoAnchor(tm) System,1,use,"Intraluminal Device, Endovascular Anchors in 04U",
"Aquablation therapy, prostate","Aquablation therapy, prostate","Aquablation therapy, prostate",0,code,,0V508ZZ
Aquapheresis,Aquapheresis,Aquapheresis,0,code,,6A550Z3
Aqueduct of Sylvius,Aqueduct of Sylvius,Aqueduct of Sylvius,0,use,Cerebral Ventricle,
Aqueous humour,Aqueous humour,Aqueous humour,1,use,"Anterior Chamber, Right",
Aqueous humour,Aqueous humour,Aqueous humour,1,use,"Anterior Chamber, Left",
"Arachnoid mater, intracranial","Arachnoid mater, intracranial","Arachnoid mater, intracranial",0,use,Cerebral Meninges,
"Arachnoid mater, spinal","Arachnoid mater, spinal","Arachnoid mater, spinal",0,use,Spinal Meninges,
Arcuate artery,Arcuate artery,Arcuate artery,1,use,"Foot Artery, Right",
Arcuate artery,Arcuate artery,Arcuate artery,1,use,"Foot Artery, Left",
Areola,Areola,Areola,1,use,"Nipple, Right",
Areola,Areola,Areola,1,use,"Nipple, Left",
AROM (artificial rupture of membranes),AROM (artificial rupture of membranes),AROM (artificial rupture of membranes),0,code,,10907ZC
Arterial canal (duct),Arterial canal (duct),Arterial canal (duct),0,use,"Pulmonary Artery, Left",
Arterial pulse tracing,Arterial pulse tracing,Arterial pulse tracing,0,see,"Measurement, Arterial 4A03",4A03
Arteriectomy,Arteriectomy,Arteriectomy,1,see,"Excision, Heart and Great Vessels 02B",
Arteriectomy,Arteriectomy,Arteriectomy,1,see,"Excision, Upper Arteries 03B",
Arteriectomy,Arteriectomy,Arteriectomy,1,see,"Excision, Lower Arteries 04B",
Arteriography,Arteriography,Arteriography,1,see,"Plain Radiography, Heart B20",
Arteriography,Arteriography,Arteriography,1,see,"Fluoroscopy, Heart B21",
Arteriography,Arteriography,Arteriography,1,see,"Plain Radiography, Upper Arteries B30",
Arteriography,Arteriography,Arteriography,1,see,"Fluoroscopy, Upper Arteries B31",
Arteriography,Arteriography,Arteriography,1,see,"Plain Radiography, Lower Arteries B40",
Arteriography,Arteriography,Arteriography,1,see,"Fluoroscopy, Lower Arteries B41",
Arterioplasty,Arterioplasty,Arterioplasty,1,see,"Repair, Heart and Great Vessels 02Q",
Arterioplasty,Arterioplasty,Arterioplasty,1,see,"Replacement, Heart and Great Vessels 02R",
Arterioplasty,Arterioplasty,Arterioplasty,1,see,"Supplement, Heart and Great Vessels 02U",
Arterioplasty,Arterioplasty,Arterioplasty,1,see,"Repair, Upper Arteries 03Q",
Arterioplasty,Arterioplasty,Arterioplasty,1,see,"Replacement, Upper Arteries 03R",
Arterioplasty,Arterioplasty,Arterioplasty,1,see,"Supplement, Upper Arteries 03U",
Arterioplasty,Arterioplasty,Arterioplasty,1,see,"Repair, Lower Arteries 04Q",
Arterioplasty,Arterioplasty,Arterioplasty,1,see,"Replacement, Lower Arteries 04R",
Arterioplasty,Arterioplasty,Arterioplasty,1,see,"Supplement, Lower Arteries 04U",
Arteriorrhaphy,Arteriorrhaphy,Arteriorrhaphy,1,see,"Repair, Heart and Great Vessels 02Q",
Arteriorrhaphy,Arteriorrhaphy,Arteriorrhaphy,1,see,"Repair, Upper Arteries 03Q",
Arteriorrhaphy,Arteriorrhaphy,Arteriorrhaphy,1,see,"Repair, Lower Arteries 04Q",
Arterioscopy,Arterioscopy,Arterioscopy,1,see,"Inspection, Great Vessel 02JY",02JY
Arterioscopy,Arterioscopy,Arterioscopy,1,see,"Inspection, Artery, Upper 03JY",03JY
Arterioscopy,Arterioscopy,Arterioscopy,1,see,"Inspection, Artery, Lower 04JY",04JY
Arthrectomy,Arthrectomy,Arthrectomy,1,see,"Excision, Upper Joints 0RB",
Arthrectomy,Arthrectomy,Arthrectomy,1,see,"Resection, Upper Joints 0RT",
Arthrectomy,Arthrectomy,Arthrectomy,1,see,"Excision, Lower Joints 0SB",
Arthrectomy,Arthrectomy,Arthrectomy,1,see,"Resection, Lower Joints 0ST",
Arthrocentesis,Arthrocentesis,Arthrocentesis,1,see,"Drainage, Upper Joints 0R9",
Arthrocentesis,Arthrocentesis,Arthrocentesis,1,see,"Drainage, Lower Joints 0S9",
Arthrodesis,Arthrodesis,Arthrodesis,1,see,"Fusion, Upper Joints 0RG",
Arthrodesis,Arthrodesis,Arthrodesis,1,see,"Fusion, Lower Joints 0SG",
Arthrography,Arthrography,Arthrography,1,see,"Plain Radiography, Skull and Facial Bones BN0",
Arthrography,Arthrography,Arthrography,1,see,"Plain Radiography, Non-Axial Upper Bones BP0",
Arthrography,Arthrography,Arthrography,1,see,"Plain Radiography, Non-Axial Lower Bones BQ0",
Arthrolysis,Arthrolysis,Arthrolysis,1,see,"Release, Upper Joints 0RN",
Arthrolysis,Arthrolysis,Arthrolysis,1,see,"Release, Lower Joints 0SN",
Arthropexy,Arthropexy,Arthropexy,1,see,"Repair, Upper Joints 0RQ",
Arthropexy,Arthropexy,Arthropexy,1,see,"Reposition, Upper Joints 0RS",
Arthropexy,Arthropexy,Arthropexy,1,see,"Repair, Lower Joints 0SQ",
Arthropexy,Arthropexy,Arthropexy,1,see,"Reposition, Lower Joints 0SS",
Arthroplasty,Arthroplasty,Arthroplasty,1,see,"Repair, Upper Joints 0RQ",
Arthroplasty,Arthroplasty,Arthroplasty,1,see,"Replacement, Upper Joints 0RR",
Arthroplasty,Arthroplasty,Arthroplasty,1,see,"Supplement, Upper Joints 0RU",
Arthroplasty,Arthroplasty,Arthroplasty,1,see,"Repair, Lower Joints 0SQ",
Arthroplasty,Arthroplasty,Arthroplasty,1,see,"Replacement, Lower Joints 0SR",
Arthroplasty,Arthroplasty,Arthroplasty,1,see,"Supplement, Lower Joints 0SU",
"Arthroplasty, radial head","Arthroplasty, radial head","Arthroplasty, radial head",1,see,"Replacement, Radius, Right 0PRH",0PRH
"Arthroplasty, radial head","Arthroplasty, radial head","Arthroplasty, radial head",1,see,"Replacement, Radius, Left 0PRJ",0PRJ
Arthroscopy,Arthroscopy,Arthroscopy,1,see,"Inspection, Upper Joints 0RJ",
Arthroscopy,Arthroscopy,Arthroscopy,1,see,"Inspection, Lower Joints 0SJ",
Arthrotomy,Arthrotomy,Arthrotomy,1,see,"Drainage, Upper Joints 0R9",
Arthrotomy,Arthrotomy,Arthrotomy,1,see,"Drainage, Lower Joints 0S9",
Articulating Spacer (Antibiotic),Articulating Spacer (Antibiotic),Articulating Spacer (Antibiotic),0,use,Articulating Spacer in Lower Joints,
Artificial anal sphincter (AAS),Artificial anal sphincter (AAS),Artificial anal sphincter (AAS),0,use,Artificial Sphincter in Gastrointestinal System,
Artificial bowel sphincter (neosphincter),Artificial bowel sphincter (neosphincter),Artificial bowel sphincter (neosphincter),0,use,Artificial Sphincter in Gastrointestinal System,
Artificial Sphincter,Artificial Sphincter > Insertion of device in > Anus,Artificial Sphincter > Insertion of device in > Anus,2,codes,,0DHQ
Artificial Sphincter,Artificial Sphincter > Insertion of device in > Bladder,Artificial Sphincter > Insertion of device in > Bladder,2,codes,,0THB
Artificial Sphincter,Artificial Sphincter > Insertion of device in > Bladder Neck,Artificial Sphincter > Insertion of device in > Bladder Neck,2,codes,,0THC
Artificial Sphincter,Artificial Sphincter > Insertion of device in > Urethra,Artificial Sphincter > Insertion of device in > Urethra,2,codes,,0THD
Artificial Sphincter,Artificial Sphincter > Removal of device from > Anus,Artificial Sphincter > Removal of device from > Anus,2,codes,,0DPQ
Artificial Sphincter,Artificial Sphincter > Removal of device from > Bladder,Artificial Sphincter > Removal of device from > Bladder,2,codes,,0TPB
Artificial Sphincter,Artificial Sphincter > Removal of device from > Urethra,Artificial Sphincter > Removal of device from > Urethra,2,codes,,0TPD
Artificial Sphincter,Artificial Sphincter > Revision of device in > Anus,Artificial Sphincter > Revision of device in > Anus,2,codes,,0DWQ
Artificial Sphincter,Artificial Sphincter > Revision of device in > Bladder,Artificial Sphincter > Revision of device in > Bladder,2,codes,,0TWB
Artificial Sphincter,Artificial Sphincter > Revision of device in > Urethra,Artificial Sphincter > Revision of device in > Urethra,2,codes,,0TWD
Artificial urinary sphincter (AUS),Artificial urinary sphincter (AUS),Artificial urinary sphincter (AUS),0,use,Artificial Sphincter in Urinary System,
Aryepiglottic fold,Aryepiglottic fold,Aryepiglottic fold,0,use,Larynx,
Arytenoid cartilage,Arytenoid cartilage,Arytenoid cartilage,0,use,Larynx,
Arytenoid muscle,Arytenoid muscle,Arytenoid muscle,1,use,"Neck Muscle, Right",
Arytenoid muscle,Arytenoid muscle,Arytenoid muscle,1,use,"Neck Muscle, Left",
Arytenoidectomy,Arytenoidectomy,Arytenoidectomy,0,see,"Excision, Larynx 0CBS",0CBS
Arytenoidopexy,Arytenoidopexy,Arytenoidopexy,0,see,"Repair, Larynx 0CQS",0CQS
Ascenda Intrathecal Catheter,Ascenda Intrathecal Catheter,Ascenda Intrathecal Catheter,0,use,Infusion Device,
Ascending aorta,Ascending aorta,Ascending aorta,0,use,"Thoracic Aorta, Ascending/Arch",
Ascending palatine artery,Ascending palatine artery,Ascending palatine artery,0,use,Face Artery,
Ascending pharyngeal artery,Ascending pharyngeal artery,Ascending pharyngeal artery,1,use,"External Carotid Artery, Right",
Ascending pharyngeal artery,Ascending pharyngeal artery,Ascending pharyngeal artery,1,use,"External Carotid Artery, Left",
aScope(tm) Duodeno,aScope(tm) Duodeno,aScope(tm) Duodeno,0,see,"New Technology, Hepatobiliary System and Pancreas XFJ",
"Aspiration, fine needle","Aspiration, fine needle > Fluid or gas","Aspiration, fine needle > Fluid or gas",1,see,Drainage,
"Aspiration, fine needle","Aspiration, fine needle > Tissue biopsy","Aspiration, fine needle > Tissue biopsy",2,see,Excision,
"Aspiration, fine needle","Aspiration, fine needle > Tissue biopsy","Aspiration, fine needle > Tissue biopsy",2,see,Extraction,
Assessment,Assessment > Activities of daily living,Assessment > Activities of daily living,1,see,"Activities of Daily Living Assessment, Rehabilitation F02",
Assessment,Assessment > Hearing,Assessment > Hearing,1,see,"Hearing Assessment, Diagnostic Audiology F13",
Assessment,Assessment > Hearing aid,Assessment > Hearing aid,1,see,"Hearing Aid Assessment, Diagnostic Audiology F14",
Assessment,"Assessment > Intravascular perfusion, using indocyanine green (ICG) dye","Assessment > Intravascular perfusion, using indocyanine green (ICG) dye",1,see,"Monitoring, Physiological Systems 4A1",
Assessment,Assessment > Motor function,Assessment > Motor function,1,see,"Motor Function Assessment, Rehabilitation F01",
Assessment,Assessment > Nerve function,Assessment > Nerve function,1,see,"Motor Function Assessment, Rehabilitation F01",
Assessment,Assessment > Speech,Assessment > Speech,1,see,"Speech Assessment, Rehabilitation F00",
Assessment,Assessment > Vestibular,Assessment > Vestibular,1,see,"Vestibular Assessment, Diagnostic Audiology F15",
Assessment,Assessment > Vocational,Assessment > Vocational,1,see,"Activities of Daily Living Treatment, Rehabilitation F08",
Assistance,Assistance > Cardiac > Continuous > Output > Balloon Pump,Assistance > Cardiac > Continuous > Output > Balloon Pump,4,code,,5A02210
Assistance,Assistance > Cardiac > Continuous > Output > Impeller Pump,Assistance > Cardiac > Continuous > Output > Impeller Pump,4,code,,5A0221D
Assistance,Assistance > Cardiac > Continuous > Output > Other Pump,Assistance > Cardiac > Continuous > Output > Other Pump,4,code,,5A02216
Assistance,Assistance > Cardiac > Continuous > Output > Pulsatile Compression,Assistance > Cardiac > Continuous > Output > Pulsatile Compression,4,code,,5A02215
Assistance,"Assistance > Cardiac > Continuous > Oxygenation, Supersaturated","Assistance > Cardiac > Continuous > Oxygenation, Supersaturated",3,code,,5A0222C
Assistance,Assistance > Cardiac > Intermittent > Balloon Pump,Assistance > Cardiac > Intermittent > Balloon Pump,3,code,,5A02110
Assistance,Assistance > Cardiac > Intermittent > Impeller Pump,Assistance > Cardiac > Intermittent > Impeller Pump,3,code,,5A0211D
Assistance,Assistance > Cardiac > Intermittent > Other Pump,Assistance > Cardiac > Intermittent > Other Pump,3,code,,5A02116
Assistance,Assistance > Cardiac > Intermittent > Pulsatile Compression,Assistance > Cardiac > Intermittent > Pulsatile Compression,3,code,,5A02115
Assistance,"Assistance > Circulatory > Continuous, Oxygenation, Hyperbaric","Assistance > Circulatory > Continuous, Oxygenation, Hyperbaric",2,code,,5A05221
Assistance,"Assistance > Circulatory > Intermittent, Oxygenation, Hyperbaric","Assistance > Circulatory > Intermittent, Oxygenation, Hyperbaric",2,code,,5A05121
Assistance,Assistance > Circulatory > Intraoperative > Cerebral Embolic Filtration > Dual Capture Filter,Assistance > Circulatory > Intraoperative > Cerebral Embolic Filtration > Dual Capture Filter,4,code,,5A05A6N
Assistance,Assistance > Circulatory > Intraoperative > Cerebral Embolic Filtration > Extracorporeal Flow Reversal Circuit,Assistance > Circulatory > Intraoperative > Cerebral Embolic Filtration > Extracorporeal Flow Reversal Circuit,4,code,,5A05A6Q
